
---------- Begin Simulation Statistics ----------
simSeconds                                   0.249737                       # Number of seconds simulated (Second)
simTicks                                 249736851000                       # Number of ticks simulated (Tick)
finalTick                                249736851000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   6077.98                       # Real time elapsed on the host (Second)
hostTickRate                                 41088789                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2265084                       # Number of bytes of host memory used (Byte)
simInsts                                   1000000001                       # Number of instructions simulated (Count)
simOps                                     1132163591                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   164528                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     186273                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        499473703                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.499474                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               2.002107                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      1282451207                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     1999                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     1217814060                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   3826                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            150289568                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         397723802                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 147                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           499365473                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.438723                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.969653                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  87463024     17.51%     17.51% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  92916415     18.61%     36.12% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                 110573394     22.14%     58.26% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  86218325     17.27%     75.53% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                  41096370      8.23%     83.76% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                  37966263      7.60%     91.36% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                  20765531      4.16%     95.52% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                  12643307      2.53%     98.05% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                   9722844      1.95%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             499365473                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                 2223925     15.00%     15.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     15.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     15.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     15.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     15.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     15.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     15.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     15.00% # attempts to use FU when none available (Count)
