
---------- Begin Simulation Statistics ----------
simSeconds                                   0.249707                       # Number of seconds simulated (Second)
simTicks                                 249706989000                       # Number of ticks simulated (Tick)
finalTick                                249706989000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   7182.65                       # Real time elapsed on the host (Second)
hostTickRate                                 34765289                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2264060                       # Number of bytes of host memory used (Byte)
simInsts                                   1000000001                       # Number of instructions simulated (Count)
simOps                                     1132163591                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   139224                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     157625                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        499413979                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.499414                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               2.002347                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      1276523285                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     1980                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     1219449438                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   4682                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            144361627                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         372427810                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 128                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           499306887                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.442284                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.972124                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  86618012     17.35%     17.35% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  93748664     18.78%     36.12% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                 111801570     22.39%     58.51% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  83648103     16.75%     75.27% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                  41546997      8.32%     83.59% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                  38803984      7.77%     91.36% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                  21588928      4.32%     95.68% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                  10993183      2.20%     97.89% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                  10557446      2.11%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             499306887                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                 2227756     15.01%     15.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     15.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     15.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     15.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     15.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     15.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     15.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     15.01% # attempts to use FU when none available (Count)
