
---------- Begin Simulation Statistics ----------
simSeconds                                   0.232640                       # Number of seconds simulated (Second)
simTicks                                 232640249000                       # Number of ticks simulated (Tick)
finalTick                                232640249000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   7236.88                       # Real time elapsed on the host (Second)
hostTickRate                                 32146495                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2265080                       # Number of bytes of host memory used (Byte)
simInsts                                   1000000001                       # Number of instructions simulated (Count)
simOps                                     1132163591                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   138181                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     156444                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        465280499                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.465280                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               2.149241                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      1236023098                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     1968                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     1196527912                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   5470                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            103861428                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         276740594                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 116                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           465183463                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.572163                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.925195                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  65387006     14.06%     14.06% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  94297910     20.27%     34.33% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  91168932     19.60%     53.93% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  79869740     17.17%     71.10% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                  54069772     11.62%     82.72% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                  43554821      9.36%     92.08% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                  19676173      4.23%     96.31% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                   9100185      1.96%     98.27% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                   8058924      1.73%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             465183463                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                 2652525     17.88%     17.88% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     17.88% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     17.88% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     17.88% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     17.88% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     17.88% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     17.88% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     17.88% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatDiv                     0      0.00%     17.88% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMisc                    0      0.00%     17.88% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatSqrt                    0      0.00%     17.88% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAdd                      0      0.00%     17.88% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAddAcc                   0      0.00%     17.88% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAlu                      0      0.00%     17.88% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdCmp                      0      0.00%     17.88% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdCvt                      0      0.00%     17.88% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMisc                     0      0.00%     17.88% # attempts to use FU when none available (Count)
